SampleID	PyClonePhyloCluster	PhyloCCF
CRUK0060	1	R1:1.04
CRUK0060	1	R1:1.03
CRUK0060	1	R1:1.06
CRUK0060	1	R1:0.95
CRUK0060	NA	NA
CRUK0060	1	R1:1.05
CRUK0060	1	R1:1.13
CRUK0060	1	R1:1.13
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.97
CRUK0060	1	R1:1.06
CRUK0060	1	R1:0.95
CRUK0060	1	R1:1.09
CRUK0060	1	R1:1.04
CRUK0060	1	R1:1.12
CRUK0060	1	R1:0.96
CRUK0060	NA	NA
CRUK0060	1	R1:1.09
CRUK0060	1	R1:0.95
CRUK0060	1	R1:1.04
CRUK0060	1	R1:0.94
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.03
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.95
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.05
CRUK0060	1	R1:1.12
CRUK0060	1	R1:0.96
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.98
CRUK0060	1	R1:1.04
CRUK0060	1	R1:1.09
CRUK0060	1	R1:1.04
CRUK0060	1	R1:1.01
CRUK0060	NA	NA
CRUK0060	1	R1:1.09
CRUK0060	1	R1:1.11
CRUK0060	1	R1:1.03
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.96
CRUK0060	1	R1:1.09
CRUK0060	1	R1:1.03
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.94
CRUK0060	1	R1:1.05
CRUK0060	1	R1:0.97
CRUK0060	1	R1:1.11
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.03
CRUK0060	1	R1:1.03
CRUK0060	1	R1:0.87
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.97
CRUK0060	1	R1:1.01
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.01
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.01
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.97
CRUK0060	1	R1:1.1
CRUK0060	1	R1:1.03
CRUK0060	1	R1:1.11
CRUK0060	1	R1:1.01
CRUK0060	1	R1:0.98
CRUK0060	1	R1:1.08
CRUK0060	1	R1:1.03
CRUK0060	1	R1:0.92
CRUK0060	1	R1:1.04
CRUK0060	1	R1:1.2
CRUK0060	1	R1:0.95
CRUK0060	1	R1:1.04
CRUK0060	1	R1:0.96
CRUK0060	1	R1:1.06
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.1
CRUK0060	1	R1:1.1
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.93
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.04
CRUK0060	1	R1:0.94
CRUK0060	1	R1:1.05
CRUK0060	1	R1:1.24
CRUK0060	1	R1:1.04
CRUK0060	1	R1:0.93
CRUK0060	1	R1:1.04
CRUK0060	1	R1:0.96
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.04
CRUK0060	1	R1:0.95
CRUK0060	1	R1:1.2
CRUK0060	1	R1:1.01
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.94
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.93
CRUK0060	1	R1:1.1
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.03
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.93
CRUK0060	1	R1:1.04
CRUK0060	1	R1:1.19
CRUK0060	NA	NA
CRUK0060	1	R1:1.03
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.86
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.01
CRUK0060	NA	NA
CRUK0060	1	R1:0.94
CRUK0060	1	R1:1
CRUK0060	1	R1:1
CRUK0060	1	R1:1.01
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.89
CRUK0060	1	R1:1
CRUK0060	1	R1:1.01
CRUK0060	1	R1:1.09
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.99
CRUK0060	1	R1:1
CRUK0060	1	R1:1.05
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.91
CRUK0060	1	R1:0.95
CRUK0060	1	R1:1.03
CRUK0060	1	R1:1.04
CRUK0060	1	R1:1.05
CRUK0060	1	R1:1.01
CRUK0060	1	R1:1.01
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.94
CRUK0060	1	R1:1.19
CRUK0060	NA	NA
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.99
CRUK0060	1	R1:1.05
CRUK0060	1	R1:1.03
CRUK0060	1	R1:1.01
CRUK0060	1	R1:0.95
CRUK0060	1	R1:1
CRUK0060	1	R1:1
CRUK0060	1	R1:0.92
CRUK0060	1	R1:1.19
CRUK0060	NA	NA
CRUK0060	1	R1:1.07
CRUK0060	1	R1:0.85
CRUK0060	NA	NA
CRUK0060	1	R1:0.85
CRUK0060	1	R1:0.99
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.05
CRUK0060	1	R1:1.05
CRUK0060	1	R1:1.05
CRUK0060	1	R1:0.92
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.03
CRUK0060	1	R1:1.08
CRUK0060	1	R1:1.08
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.01
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.08
CRUK0060	1	R1:0.96
CRUK0060	1	R1:1.04
CRUK0060	1	R1:1.03
CRUK0060	1	R1:1.03
CRUK0060	1	R1:1
CRUK0060	1	R1:1.06
CRUK0060	NA	NA
CRUK0060	1	R1:1.01
CRUK0060	1	R1:1.04
CRUK0060	1	R1:1.01
CRUK0060	1	R1:1
CRUK0060	1	R1:1.06
CRUK0060	1	R1:1
CRUK0060	1	R1:1.08
CRUK0060	1	R1:1.08
CRUK0060	1	R1:0.93
CRUK0060	1	R1:1
CRUK0060	1	R1:0.93
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.92
CRUK0060	1	R1:1
CRUK0060	1	R1:1
CRUK0060	1	R1:1.08
CRUK0060	1	R1:1.08
CRUK0060	1	R1:1
CRUK0060	1	R1:0.93
CRUK0060	1	R1:1
CRUK0060	NA	NA
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.92
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.62
CRUK0060	1	R1:0.99
CRUK0060	1	R1:1.17
CRUK0060	1	R1:1.08
CRUK0060	1	R1:1.08
CRUK0060	1	R1:1
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.92
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.06
CRUK0060	1	R1:1.05
CRUK0060	1	R1:1.05
CRUK0060	1	R1:1.07
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.91
CRUK0060	1	R1:0.9
CRUK0060	1	R1:1.01
CRUK0060	1	R1:1.04
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.92
CRUK0060	1	R1:1.05
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.93
CRUK0060	1	R1:1.01
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.97
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.98
CRUK0060	1	R1:1.05
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.98
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.05
CRUK0060	1	R1:1.03
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.92
CRUK0060	1	R1:1.01
CRUK0060	1	R1:0.89
CRUK0060	1	R1:1.01
CRUK0060	1	R1:1.01
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.91
CRUK0060	1	R1:0.91
CRUK0060	1	R1:0.9
CRUK0060	1	R1:1.07
CRUK0060	1	R1:0.97
CRUK0060	1	R1:1
CRUK0060	1	R1:1.04
CRUK0060	1	R1:1.07
CRUK0060	1	R1:0.99
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.92
CRUK0060	1	R1:1.05
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.84
CRUK0060	1	R1:0.92
CRUK0060	NA	NA
CRUK0060	1	R1:0.96
CRUK0060	1	R1:1.06
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.98
CRUK0060	1	R1:1.01
CRUK0060	1	R1:0.92
CRUK0060	1	R1:1.05
CRUK0060	1	R1:1.07
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.91
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.87
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.89
CRUK0060	1	R1:0.97
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1
CRUK0060	1	R1:0.91
CRUK0060	NA	NA
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.93
CRUK0060	NA	NA
CRUK0060	1	R1:0.99
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.91
CRUK0060	1	R1:0.99
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.89
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.97
CRUK0060	1	R1:1
CRUK0060	1	R1:0.91
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.91
CRUK0060	1	R1:1.06
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.96
CRUK0060	1	R1:1.05
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.89
CRUK0060	1	R1:1.04
CRUK0060	1	R1:1.06
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.84
CRUK0060	NA	NA
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.98
CRUK0060	1	R1:1
CRUK0060	1	R1:0.99
CRUK0060	NA	NA
CRUK0060	1	R1:1.03
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.91
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.91
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.83
CRUK0060	1	R1:0.96
CRUK0060	NA	NA
CRUK0060	1	R1:0.98
CRUK0060	1	R1:1.01
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.89
CRUK0060	1	R1:1.03
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.82
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.9
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	1	R1:0.95
CRUK0060	1	R1:1.04
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.78
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.95
CRUK0060	1	R1:1.01
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.89
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.97
CRUK0060	1	R1:1.03
CRUK0060	1	R1:1.05
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.89
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.89
CRUK0060	1	R1:0.89
CRUK0060	1	R1:1.04
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.89
CRUK0060	1	R1:0.89
CRUK0060	1	R1:0.88
CRUK0060	1	R1:1.03
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.96
CRUK0060	1	R1:1.04
CRUK0060	1	R1:0.89
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.9
CRUK0060	1	R1:1.04
CRUK0060	NA	NA
CRUK0060	1	R1:0.98
CRUK0060	NA	NA
CRUK0060	1	R1:1.04
CRUK0060	1	R1:0.82
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.89
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.88
CRUK0060	1	R1:0.96
CRUK0060	1	R1:1.04
CRUK0060	1	R1:0.95
CRUK0060	NA	NA
CRUK0060	1	R1:0.88
CRUK0060	1	R1:0.98
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.96
CRUK0060	NA	NA
CRUK0060	1	R1:0.88
CRUK0060	1	R1:0.88
CRUK0060	1	R1:0.96
CRUK0060	1	R1:1.03
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.87
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.88
CRUK0060	1	R1:0.88
CRUK0060	1	R1:0.89
CRUK0060	NA	NA
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.87
CRUK0060	1	R1:0.94
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.03
CRUK0060	1	R1:1.03
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.96
CRUK0060	1	R1:1.07
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.89
CRUK0060	1	R1:0.88
CRUK0060	1	R1:0.96
CRUK0060	NA	NA
CRUK0060	1	R1:0.89
CRUK0060	1	R1:0.94
CRUK0060	1	R1:1.14
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.87
CRUK0060	1	R1:0.97
CRUK0060	1	R1:1.15
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.95
CRUK0060	1	R1:1.03
CRUK0060	1	R1:1.03
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.98
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.95
CRUK0060	1	R1:1.12
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.85
CRUK0060	1	R1:0.87
CRUK0060	1	R1:1.02
CRUK0060	NA	NA
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.87
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.86
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.86
CRUK0060	NA	NA
CRUK0060	1	R1:0.87
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.97
CRUK0060	NA	NA
CRUK0060	1	R1:1
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.87
CRUK0060	1	R1:0.86
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.86
CRUK0060	1	R1:0.87
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.95
CRUK0060	1	R1:1
CRUK0060	1	R1:1.02
CRUK0060	1	R1:1.02
CRUK0060	1	R1:0.86
CRUK0060	NA	NA
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.92
CRUK0060	1	R1:1.14
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.94
CRUK0060	1	R1:1.01
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.87
CRUK0060	1	R1:0.88
CRUK0060	1	R1:1.11
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.88
CRUK0060	1	R1:1.01
CRUK0060	1	R1:0.85
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.91
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.94
CRUK0060	1	R1:1.07
CRUK0060	1	R1:0.96
CRUK0060	1	R1:1
CRUK0060	1	R1:1.01
CRUK0060	1	R1:0.87
CRUK0060	1	R1:0.85
CRUK0060	1	R1:0.86
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.89
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.87
CRUK0060	1	R1:0.89
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.91
CRUK0060	1	R1:0.85
CRUK0060	NA	NA
CRUK0060	1	R1:0.87
CRUK0060	1	R1:1.01
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.97
CRUK0060	NA	NA
CRUK0060	1	R1:0.97
CRUK0060	1	R1:1.01
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.86
CRUK0060	1	R1:0.86
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.85
CRUK0060	1	R1:0.88
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.91
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.83
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.93
CRUK0060	1	R1:1.01
CRUK0060	1	R1:0.86
CRUK0060	1	R1:0.92
CRUK0060	NA	NA
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.96
CRUK0060	1	R1:0.88
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.93
CRUK0060	1	R1:1
CRUK0060	1	R1:1
CRUK0060	1	R1:0.85
CRUK0060	1	R1:0.91
CRUK0060	1	R1:1.01
CRUK0060	NA	NA
CRUK0060	1	R1:0.91
CRUK0060	1	R1:0.97
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.86
CRUK0060	1	R1:1.09
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.86
CRUK0060	1	R1:0.85
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.72
CRUK0060	1	R1:0.83
CRUK0060	1	R1:0.72
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	1	R1:0.72
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.89
CRUK0060	1	R1:0.92
CRUK0060	1	R1:0.72
CRUK0060	1	R1:0.6
CRUK0060	NA	NA
CRUK0060	1	R1:0.71
CRUK0060	1	R1:0.74
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	1	R1:0.68
CRUK0060	NA	NA
CRUK0060	1	R1:0.71
CRUK0060	1	R1:0.85
CRUK0060	NA	NA
CRUK0060	1	R1:0.94
CRUK0060	NA	NA
CRUK0060	1	R1:0.64
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.7
CRUK0060	1	R1:0.6
CRUK0060	1	R1:0.88
CRUK0060	1	R1:0.78
CRUK0060	1	R1:0.89
CRUK0060	NA	NA
CRUK0060	1	R1:0.73
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.81
CRUK0060	1	R1:0.69
CRUK0060	1	R1:0.88
CRUK0060	1	R1:0.7
CRUK0060	1	R1:0.7
CRUK0060	NA	NA
CRUK0060	1	R1:0.7
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.68
CRUK0060	1	R1:0.69
CRUK0060	1	R1:0.95
CRUK0060	1	R1:1.08
CRUK0060	1	R1:0.59
CRUK0060	1	R1:0.78
CRUK0060	1	R1:0.67
CRUK0060	1	R1:0.63
CRUK0060	1	R1:0.89
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	1	R1:0.74
CRUK0060	1	R1:0.95
CRUK0060	1	R1:0.69
CRUK0060	1	R1:1
CRUK0060	1	R1:1.41
CRUK0060	1	R1:0.86
CRUK0060	1	R1:0.78
CRUK0060	1	R1:0.9
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	1	R1:0.66
CRUK0060	1	R1:0.69
CRUK0060	1	R1:0.8
CRUK0060	1	R1:0.6
CRUK0060	1	R1:0.85
CRUK0060	1	R1:0.99
CRUK0060	1	R1:0.59
CRUK0060	1	R1:0.8
CRUK0060	1	R1:0.8
CRUK0060	1	R1:0.68
CRUK0060	1	R1:0.57
CRUK0060	1	R1:0.57
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	1	R1:0.77
CRUK0060	1	R1:0.68
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.85
CRUK0060	1	R1:1.05
CRUK0060	1	R1:0.65
CRUK0060	1	R1:0.67
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.62
CRUK0060	1	R1:0.57
CRUK0060	1	R1:0.65
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.79
CRUK0060	1	R1:1.17
CRUK0060	NA	NA
CRUK0060	1	R1:0.9
CRUK0060	1	R1:0.84
CRUK0060	NA	NA
CRUK0060	1	R1:0.86
CRUK0060	1	R1:0.58
CRUK0060	1	R1:0.64
CRUK0060	1	R1:0.75
CRUK0060	1	R1:0.66
CRUK0060	1	R1:0.75
CRUK0060	1	R1:0.66
CRUK0060	1	R1:0.88
CRUK0060	1	R1:0.66
CRUK0060	1	R1:0.57
CRUK0060	1	R1:0.74
CRUK0060	NA	NA
CRUK0060	1	R1:0.85
CRUK0060	1	R1:0.66
CRUK0060	1	R1:0.94
CRUK0060	1	R1:0.76
CRUK0060	1	R1:0.65
CRUK0060	1	R1:1.38
CRUK0060	1	R1:0.65
CRUK0060	NA	NA
CRUK0060	1	R1:0.65
CRUK0060	1	R1:0.76
CRUK0060	1	R1:0.75
CRUK0060	1	R1:0.8
CRUK0060	1	R1:0.83
CRUK0060	1	R1:0.93
CRUK0060	NA	NA
CRUK0060	1	R1:0.83
CRUK0060	1	R1:0.67
CRUK0060	1	R1:0.55
CRUK0060	1	R1:0.72
CRUK0060	NA	NA
CRUK0060	1	R1:0.98
CRUK0060	1	R1:0.54
CRUK0060	1	R1:1.11
CRUK0060	1	R1:0.79
CRUK0060	1	R1:0.62
CRUK0060	1	R1:0.64
CRUK0060	1	R1:0.93
CRUK0060	1	R1:0.84
CRUK0060	1	R1:0.53
CRUK0060	1	R1:0.63
CRUK0060	1	R1:0.63
CRUK0060	NA	NA
CRUK0060	1	R1:0.53
CRUK0060	1	R1:0.53
CRUK0060	1	R1:0.74
CRUK0060	NA	NA
CRUK0060	1	R1:0.84
CRUK0060	NA	NA
CRUK0060	1	R1:0.72
CRUK0060	1	R1:0.61
CRUK0060	NA	NA
CRUK0060	1	R1:0.9
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	1	R1:0.56
CRUK0060	1	R1:0.53
CRUK0060	1	R1:0.89
CRUK0060	1	R1:0.91
CRUK0060	1	R1:0.79
CRUK0060	1	R1:0.57
CRUK0060	1	R1:0.64
CRUK0060	1	R1:0.81
CRUK0060	1	R1:0.61
CRUK0060	NA	NA
CRUK0060	1	R1:0.64
CRUK0060	1	R1:1.02
CRUK0060	NA	NA
CRUK0060	1	R1:0.74
CRUK0060	NA	NA
CRUK0060	2	R1:0.51
CRUK0060	1	R1:0.68
CRUK0060	1	R1:0.8
CRUK0060	1	R1:0.7
CRUK0060	NA	NA
CRUK0060	1	R1:0.86
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	1	R1:0.51
CRUK0060	1	R1:0.81
CRUK0060	1	R1:0.91
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	1	R1:0.53
CRUK0060	1	R1:0.54
CRUK0060	1	R1:0.91
CRUK0060	NA	NA
CRUK0060	1	R1:0.59
CRUK0060	1	R1:0.77
CRUK0060	NA	NA
CRUK0060	1	R1:0.69
CRUK0060	1	R1:0.68
CRUK0060	NA	NA
CRUK0060	1	R1:0.68
CRUK0060	NA	NA
CRUK0060	1	R1:0.77
CRUK0060	1	R1:0.77
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	1	R1:0.45
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	1	R1:0.57
CRUK0060	1	R1:0.49
CRUK0060	1	R1:0.49
CRUK0060	1	R1:0.57
CRUK0060	1	R1:0.69
CRUK0060	1	R1:0.63
CRUK0060	NA	NA
CRUK0060	1	R1:0.69
CRUK0060	1	R1:0.73
CRUK0060	NA	NA
CRUK0060	1	R1:1.47
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	1	R1:0.71
CRUK0060	1	R1:1.34
CRUK0060	NA	NA
CRUK0060	1	R1:0.56
CRUK0060	1	R1:0.6
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	2	R1:0.44
CRUK0060	1	R1:0.79
CRUK0060	1	R1:0.48
CRUK0060	NA	NA
CRUK0060	1	R1:0.77
CRUK0060	1	R1:0.68
CRUK0060	1	R1:0.75
CRUK0060	1	R1:0.66
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	1	R1:0.58
CRUK0060	NA	NA
CRUK0060	2	R1:0.47
CRUK0060	1	R1:1.35
CRUK0060	1	R1:0.55
CRUK0060	NA	NA
CRUK0060	1	R1:0.7
CRUK0060	1	R1:0.51
CRUK0060	1	R1:1.29
CRUK0060	NA	NA
CRUK0060	1	R1:0.53
CRUK0060	2	R1:0.45
CRUK0060	1	R1:1.06
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	2	R1:0.45
CRUK0060	2	R1:0.23
CRUK0060	1	R1:0.51
CRUK0060	1	R1:1.14
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	2	R1:0.37
CRUK0060	2	R1:0.41
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	NA	NA
CRUK0060	2	R1:0.34
CRUK0060	2	R1:0.34
CRUK0060	NA	NA
CRUK0089	1	R2:1.03
CRUK0089	1	R2:1.03
CRUK0089	1	R2:1.02
